         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 onnxruntime.py:430(OrtExecutionInfoPerSession)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 base.py:12(MutableLocalSource)
        1    0.000    0.000    0.000    0.000 resnet.py:172(BasicStem)
        1    0.000    0.000    0.000    0.000 _box_convert.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _builtins.py:142(_get_builtin_table)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.027    0.027 <frozen importlib._bootstrap_external>:906(source_to_code)
        1    0.000    0.000    0.000    0.000 builder.py:215(FrameStateSizeEntry)
        1    0.000    0.000    0.000    0.000 registry.py:9(CompiledFn)
       11    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:980(_no_init)
        4    0.000    0.000    0.000    0.000 libmpf.py:454(to_float)
        1    0.000    0.000    0.000    0.000 retinanet.py:323(RetinaNet)
        1    0.000    0.000    0.000    0.000 plane.py:27(<listcomp>)
        1    0.000    0.000    0.000    0.000 _physical_location.py:17(PhysicalLocation)
        1    0.000    0.000    0.000    0.000 misc.py:527(SavedTensorBox)
        1    0.000    0.000    0.000    0.000 __init__.py:41(__sympy_debug)
        3    0.000    0.000    0.000    0.000 utils.py:2269(is_tensor_base_attr_getter)
        1    0.000    0.000    0.000    0.000 gtsrb.py:12(GTSRB)
        4    0.000    0.000    0.000    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.000    0.000 reference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequences.py:1020(SeqAdd)
        1    0.000    0.000    0.000    0.000 diophantine.py:782(HomogeneousTernaryQuadratic)
        1    0.000    0.000    0.000    0.000 _utils.py:13(IntermediateLayerGetter)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
       20    0.000    0.000    0.000    0.000 skipfiles.py:308(<genexpr>)
        1    0.000    0.000    0.000    0.000 ordinals.py:273(__new__)
        1    0.000    0.000    0.002    0.002 _flinalg_py.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _sarif_log.py:16(SarifLog)
        6    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 inverse.py:8(Inverse)
       15    0.000    0.000    0.000    0.000 pretty_symbology.py:418(<lambda>)
        1    0.000    0.000    0.000    0.000 transforms.py:1544(Grayscale)
        1    0.000    0.000    0.000    0.000 _dia.py:16(dia_matrix)
        1    0.000    0.000    0.001    0.001 facts.py:380(FactRules)
        4    0.000    0.000    0.000    0.000 _compatibility.py:7(compatibility)
        1    0.000    0.000    0.000    0.000 _interface.py:553(_AdjointLinearOperator)
        1    0.000    0.000    0.000    0.000 _getlimits.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matadd.py:19(MatAdd)
        1    0.000    0.000    0.000    0.000 _edge.py:12(Edge)
        1    0.000    0.000    0.000    0.000 single.py:2789(SecondLinearAiry)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 image_list.py:7(ImageList)
        4    0.000    0.000    0.000    0.000 descriptor_pool.py:1354(Default)
        1    0.000    0.000    0.000    0.000 generalized_rcnn.py:15(GeneralizedRCNN)
        1    0.000    0.000    0.000    0.000 lists.py:612(SliceVariable)
        1    0.000    0.000    0.000    0.000 mvit.py:64(Pool)
        1    0.000    0.000    0.000    0.000 stringpict.py:354(prettyForm)
        1    0.000    0.000    0.000    0.000 _tool_component_reference.py:12(ToolComponentReference)
        1    0.000    0.000    0.000    0.000 ImageFont.py:49(Layout)
        1    0.000    0.000    0.000    0.000 encoder.py:352(EncodeVarint)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:42(interval)
        1    0.000    0.000    0.000    0.000 matpow.py:12(MatPow)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:349(_interpolate)
        1    0.000    0.000    0.000    0.000 usps.py:11(USPS)
        1    0.000    0.000    0.000    0.000 efficientnet.py:61(MBConvConfig)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:20(LambdaPrinter)
        1    0.000    0.000    0.000    0.000 transforms.py:392(Pad)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:189(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 error_functions.py:2525(fresnelc)
       29    0.000    0.000    0.000    0.000 api_implementation.py:130(Type)
        1    0.000    0.000    0.000    0.000 ordinals.py:56(Ordinal)
        4    0.000    0.000    0.000    0.000 basic.py:2104(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:15(Extractor)
        1    0.000    0.000    0.000    0.000 constant.py:30(ConstantVariable)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 misc.py:184(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 complexfield.py:46(__init__)
        1    0.000    0.000    0.000    0.000 function.py:153(FunctionClass)
        1    0.000    0.000    0.000    0.000 logic.py:367(And)
        1    0.000    0.000    0.000    0.000 misc.py:532(AutogradFunctionContextVariable)
        1    0.000    0.000    0.000    0.000 eval_frame.py:1604(suppress_torch_distributed_warnings)
        1    0.000    0.000    0.000    0.000 __init__.py:540(__init__)
       10    0.000    0.000    0.000    0.000 pretty_symbology.py:172(<lambda>)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:12(ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 fake_tensor_prop.py:12(FakeTensorProp)
        1    0.000    0.000    0.000    0.000 _tool.py:12(Tool)
        1    0.000    0.000    0.000    0.000 argparse.py:162(HelpFormatter)
        1    0.000    0.000    0.000    0.000 kind.py:64(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 kind.py:190(KindDispatcher)
       27    0.000    0.000    0.000    0.000 singleton.py:127(__repr__)
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        1    0.000    0.000    0.000    0.000 symbol_database.py:50(__init__)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:45(ContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 fakedata.py:9(FakeData)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2168(wrap_logical_op_with_cast_to)
        1    0.000    0.000    0.000    0.000 compositedomain.py:9(CompositeDomain)
        1    0.000    0.000    0.000    0.000 _reporting_descriptor_reference.py:15(ReportingDescriptorReference)
        1    0.000    0.000    0.000    0.000 onnxruntime_validation.py:65(validate_build_package_info)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _external_property_file_reference.py:15(ExternalPropertyFileReference)
        1    0.000    0.000    0.000    0.000 eval_frame.py:89(Unset)
        1    0.000    0.000    0.000    0.000 numbers.py:2198(AlgebraicNumber)
        1    0.000    0.000    0.000    0.000 _utils.py:7(StrEnumMeta)
        1    0.000    0.000    0.000    0.000 bessel.py:106(besselj)
        1    0.000    0.000    0.000    0.000 roi_align.py:243(RoIAlign)
        1    0.000    0.000    0.000    0.000 decorators.py:71(allow_in_graph)
        1    0.000    0.000    0.000    0.000 rootoftools.py:1048(RootSum)
       15    0.000    0.000    0.000    0.000 libelefun.py:106(def_mpf_constant)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 homomorphisms.py:574(SubModuleHomomorphism)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 make_functional.py:310(FunctionalModule)
        1    0.000    0.000    0.000    0.000 _edge_traversal.py:12(EdgeTraversal)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 pycode.py:86(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1022(fields)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 error_functions.py:273(erfc)
        1    0.000    0.000    0.000    0.000 transforms.py:751(RandomPerspective)
        1    0.000    0.000    0.000    0.000 series.py:2180(ImplicitSeries)
        1    0.000    0.000    0.000    0.000 functions.py:96(ModularIndexing)
        1    0.000    0.000    0.000    0.000 bytecode_analysis.py:174(StackSize)
        1    0.000    0.000    0.000    0.000 maxvit.py:53(MBConv)
        1    0.000    0.000    0.000    0.000 fancysets.py:24(Rationals)
        1    0.000    0.000    0.000    0.000 _optical_flow.py:172(KittiFlow)
        1    0.000    0.000    0.000    0.000 regnet.py:296(RegNet)
        4    0.000    0.000    0.000    0.000 libmpf.py:1313(from_str)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:1036(LoggingShapeGuardPrinter)
        1    0.000    0.000    0.000    0.000 _artifact_location.py:12(ArtifactLocation)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:4(<module>)
        1    0.000    0.000    0.000    0.000 maxvit.py:483(MaxVitBlock)
        1    0.000    0.000    0.000    0.000 skipfiles.py:298(SkipResult)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 config.py:435(triton)
        1    0.000    0.000    0.000    0.000 _attachment.py:18(Attachment)
        1    0.000    0.000    0.000    0.000 hooks.py:9(Hooks)
        2    0.000    0.000    0.000    0.000 _ops.py:278(namespace)
        1    0.000    0.000    0.000    0.000 flinalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 entity.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:1617(RandomErasing)
        1    0.000    0.000    0.000    0.000 densenet.py:136(DenseNet)
        1    0.000    0.000    0.000    0.000 error_functions.py:464(erfi)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:49(Kernel)
        5    0.000    0.000    0.000    0.000 ctx_iv.py:244(_binary_op)
        1    0.000    0.000    0.000    0.000 mobilenetv2.py:23(QuantizableInvertedResidual)
        4    0.000    0.000    0.000    0.000 decorators.py:146(forbid_in_graph)
        2    0.000    0.000    0.000    0.000 cache.py:123(_getenv)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:565(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 transforms.py:821(InverseMellinTransform)
        1    0.000    0.000    0.000    0.000 compressed.py:5(<module>)
       22    0.000    0.000    0.000    0.000 _codata.py:1568(_check_obsolete)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:21(Tuple)
        1    0.000    0.000    0.000    0.000 exc.py:60(InvalidBackend)
        1    0.000    0.000    0.000    0.000 rl.py:43(glom)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:304(MPIntervalContext)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:667(LaplaceTransformInversionMethods)
        1    0.000    0.000    0.000    0.000 descriptor.py:103(DescriptorBase)
        1    0.000    0.000    0.000    0.000 maxvit.py:282(PartitionAttentionLayer)
        1    0.000    0.000    0.000    0.000 enum_type_wrapper.py:8(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:176(OptimizedModule)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 _graph.py:17(Graph)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:583(PythonMPContext)
       10    0.000    0.000    0.000    0.000 _deprecation.py:8(deprecated)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 regnet.py:151(AnyStage)
        1    0.000    0.000    0.000    0.000 construct.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:761(harmonic)
        1    0.000    0.000    0.000    0.000 operations.py:552(AssocOpDispatcher)
        1    0.000    0.000    0.000    0.000 dfm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 importtools.py:48(import_module)
        1    0.000    0.000    0.000    0.000 _conversion.py:17(Conversion)
        4    0.000    0.000    0.000    0.000 gaussiandomains.py:54(__neg__)
        1    0.000    0.000    0.001    0.001 gmpy.py:134(_get_gmpy2)
        1    0.000    0.000    0.000    0.000 _optical_flow.py:399(HD1K)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimizer.py:27(OptimizerVariable)
        1    0.000    0.000    0.000    0.000 mapping.py:137(<dictcomp>)
        2    0.000    0.000    0.000    0.000 _funcs.py:59(__init__)
        1    0.000    0.000    0.000    0.000 assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 _infra.py:64(Rule)
        3    0.000    0.000    0.000    0.000 numbers.py:438(sort_key)
        1    0.000    0.000    0.000    0.000 logic.py:223(Logic)
        1    0.000    0.000    0.000    0.000 decorator.py:313(wrapper)
        1    0.000    0.000    0.000    0.000 allowed_functions.py:160(AllowedObjects)
        1    0.000    0.000    0.000    0.000 _optical_flow.py:85(Sintel)
        1    0.000    0.000    0.000    0.000 dense.py:27(DenseMatrix)
        1    0.000    0.000    0.000    0.000 special_matrices.py:5(<module>)
        1    0.000    0.000    0.000    0.000 singleton_int.py:7(SingletonInt)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2343(acos)
        1    0.000    0.000    0.000    0.000 symbolic_convert.py:201(BlockStackEntry)
        1    0.000    0.000    0.000    0.000 basic.py:2217(Atom)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:263(MLP)
        1    0.000    0.000    0.000    0.000 mvit.py:323(MultiscaleBlock)
        1    0.000    0.000    0.000    0.000 flickr.py:55(Flickr8k)
        1    0.000    0.000    0.000    0.000 unknown_fields.py:8(<module>)
        1    0.000    0.000    0.000    0.000 inception.py:26(QuantizableBasicConv2d)
        1    0.000    0.000    0.000    0.000 regnet.py:67(BottleneckTransform)
        1    0.000    0.000    0.000    0.000 regnet.py:108(ResBottleneckBlock)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2170(decorator)
        1    0.000    0.000    0.000    0.000 polytools.py:4393(PurePoly)
        1    0.000    0.000    0.000    0.000 _presets.py:146(SemanticSegmentation)
        6    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 plane.py:30(Plane)
        1    0.000    0.000    0.000    0.000 isolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:5(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1949(<dictcomp>)
